Lea State,LEA,School State,School,ID,Year,Category,Yes/No,# of Types of AP Courses,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
VA,DOE SOP EDUC PROGRAMS,VA,HENRICO JUVENILE DETENTION HOME - JAMES RIVER,510004202386,2015,Enrollment in AP classes,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,HENRICO JUVENILE DETENTION HOME - JAMES RIVER,510004202386,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,HENRICO JUVENILE DETENTION HOME - JAMES RIVER,510004202386,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,HENRICO JUVENILE DETENTION HOME - JAMES RIVER,510004202386,2015,Total Enrollment (Secondary Schools),,,0.00,0.00,0.00,0.00,34.00,10.00,0.00,44.00,20.00,0.00
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,Number of types of AP courses,,0,,,,,,,,,,
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,Self-select,N/A,,,,,,,,,,
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,Other AP subjects,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,Enrollment in AP classes,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,LYNCHBURG JUVENILE DETENTION HOME,510004202389,2015,Total Enrollment (Secondary Schools),,,0.00,0.00,0.00,0.00,7.00,8.00,2.00,17.00,4.00,0.00
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,Number of types of AP courses,,0,,,,,,,,,,
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,Self-select,N/A,,,,,,,,,,
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,Other AP subjects,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,Enrollment in AP classes,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,510004202390,2015,Total Enrollment (Secondary Schools),,,0.00,0.00,0.00,2.00,4.00,10.00,0.00,16.00,4.00,0.00
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,Number of types of AP courses,,17.00,,,,,,,,,,
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,Self-select,No,,,,,,,,,,
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,AP mathematics,,,0.00,7.00,2.00,0.00,0.00,46.00,2.00,57.00,0.00,2.00
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,AP science,,,0.00,2.00,2.00,0.00,0.00,46.00,0.00,50.00,0.00,2.00
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,Other AP subjects,,,0.00,13.00,2.00,4.00,0.00,157.00,2.00,178.00,0.00,2.00
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,Enrollment in AP classes,,,0.00,13.00,2.00,4.00,0.00,157.00,2.00,178.00,0.00,2.00
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,Dual Enrollment,,,2.00,2.00,2.00,2.00,0.00,59.00,2.00,70.00,8.00,0.00
VA,POQUOSON CITY PBLC SCHS,VA,POQUOSON HIGH,510298001231,2015,Total Enrollment (Secondary Schools),,,7.00,28.00,4.00,16.00,10.00,688.00,13.00,766.00,80.00,4.00
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Number of types of AP courses,,10.00,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Self-select,Yes,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,AP mathematics,,,0.00,0.00,0.00,0.00,10.00,10.00,2.00,22.00,0.00,0.00
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Other AP subjects,,,0.00,0.00,0.00,2.00,22.00,37.00,4.00,65.00,0.00,0.00
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Enrollment in AP classes,,,0.00,0.00,0.00,2.00,25.00,40.00,4.00,71.00,0.00,0.00
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Dual Enrollment,,,0.00,2.00,0.00,2.00,50.00,23.00,8.00,85.00,0.00,0.00
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Total Enrollment (Secondary Schools),,,0.00,7.00,2.00,49.00,937.00,358.00,70.00,1423.00,128.00,2.00
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Number of types of AP courses,,0,,,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Self-select,N/A,,,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Other AP subjects,,,0,0,0,0,0,0,0,0,0,0
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Enrollment in AP classes,,,0,0,0,0,0,0,0,0,0,0
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Total Enrollment (Secondary Schools),,,7.00,13.00,10.00,91.00,340.00,481.00,52.00,994.00,107.00,13.00
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Number of types of AP courses,,8.00,,,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Self-select,Yes,,,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,AP mathematics,,,0.00,0.00,2.00,2.00,5.00,22.00,2.00,33.00,0.00,0.00
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,AP science,,,0.00,0.00,0.00,2.00,4.00,7.00,2.00,15.00,0.00,0.00
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Other AP subjects,,,0.00,4.00,2.00,7.00,22.00,58.00,7.00,100.00,2.00,0.00
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Enrollment in AP classes,,,0.00,4.00,2.00,7.00,25.00,61.00,7.00,106.00,2.00,0.00
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Dual Enrollment,,,0.00,2.00,2.00,8.00,50.00,104.00,5.00,171.00,2.00,0.00
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Total Enrollment (Secondary Schools),,,7.00,19.00,10.00,115.00,478.00,706.00,73.00,1408.00,95.00,10.00
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Number of types of AP courses,,17.00,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Self-select,Yes,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,AP mathematics,,,0.00,0.00,0.00,2.00,4.00,40.00,2.00,48.00,0.00,0.00
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,AP science,,,2.00,2.00,0.00,2.00,4.00,40.00,2.00,52.00,2.00,0.00
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Other AP subjects,,,0.00,2.00,0.00,4.00,16.00,127.00,4.00,153.00,4.00,0.00
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Enrollment in AP classes,,,2.00,4.00,0.00,4.00,19.00,154.00,4.00,187.00,4.00,0.00
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Dual Enrollment,,,0.00,0.00,0.00,0.00,2.00,26.00,0.00,28.00,0.00,0.00
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Total Enrollment (Secondary Schools),,,7.00,7.00,0.00,10.00,112.00,670.00,25.00,831.00,89.00,4.00
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Number of types of AP courses,,2.00,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Self-select,Yes,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Other AP subjects,,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Enrollment in AP classes,,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Total Enrollment (Secondary Schools),,,2.00,0.00,0.00,0.00,19.00,58.00,2.00,81.00,26.00,2.00
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Number of types of AP courses,,17.00,,,,,,,,,,
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Self-select,Yes,,,,,,,,,,
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,AP mathematics,,,0.00,0.00,0.00,0.00,2.00,19.00,4.00,25.00,0.00,0.00
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,AP science,,,0.00,0.00,0.00,2.00,0.00,13.00,4.00,19.00,0.00,0.00
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Other AP subjects,,,0.00,0.00,0.00,7.00,10.00,70.00,7.00,94.00,2.00,2.00
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Enrollment in AP classes,,,0.00,0.00,0.00,7.00,10.00,79.00,10.00,106.00,2.00,4.00
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Dual Enrollment,,,0.00,2.00,0.00,5.00,11.00,35.00,5.00,58.00,2.00,2.00
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Total Enrollment (Secondary Schools),,,7.00,7.00,7.00,73.00,385.00,658.00,76.00,1213.00,164.00,22.00
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Number of types of AP courses,,0,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Self-select,N/A,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Other AP subjects,,,0,0,0,0,0,0,0,0,0,0
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Enrollment in AP classes,,,0,0,0,0,0,0,0,0,0,0
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Total Enrollment (Secondary Schools),,,0.00,0.00,0.00,2.00,0.00,16.00,0.00,18.00,4.00,2.00
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,Number of types of AP courses,,23.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,Self-select,Yes,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,AP mathematics,,,0.00,25.00,0.00,16.00,7.00,25.00,5.00,78.00,0.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,AP science,,,2.00,16.00,0.00,7.00,4.00,7.00,2.00,38.00,0.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,Other AP subjects,,,2.00,76.00,0.00,124.00,19.00,79.00,13.00,313.00,4.00,13.00
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,Enrollment in AP classes,,,2.00,79.00,0.00,124.00,22.00,85.00,13.00,325.00,4.00,13.00
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,Dual Enrollment,,,0.00,11.00,0.00,14.00,2.00,8.00,2.00,37.00,0.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,PARK VIEW HIGH,510225000928,2015,Total Enrollment (Secondary Schools),,,10.00,199.00,2.00,841.00,73.00,265.00,37.00,1427.00,155.00,385.00
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,Number of types of AP courses,,26.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,Self-select,Yes,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,AP mathematics,,,0.00,22.00,0.00,13.00,4.00,97.00,13.00,149.00,4.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,AP science,,,0.00,16.00,0.00,10.00,7.00,64.00,7.00,104.00,2.00,2.00
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,Other AP subjects,,,2.00,64.00,0.00,52.00,25.00,271.00,34.00,448.00,10.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,Enrollment in AP classes,,,2.00,73.00,0.00,55.00,28.00,310.00,37.00,505.00,13.00,2.00
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,Dual Enrollment,,,0.00,26.00,0.00,20.00,5.00,89.00,8.00,148.00,5.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,HERITAGE HIGH,510225002285,2015,Total Enrollment (Secondary Schools),,,4.00,160.00,0.00,238.00,136.00,778.00,82.00,1398.00,206.00,73.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Number of types of AP courses,,30.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Self-select,Yes,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,AP mathematics,,,0.00,124.00,0.00,13.00,16.00,127.00,10.00,290.00,2.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,AP science,,,2.00,67.00,0.00,4.00,10.00,34.00,4.00,121.00,2.00,2.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Other AP subjects,,,2.00,178.00,0.00,40.00,34.00,271.00,25.00,550.00,11.00,2.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Enrollment in AP classes,,,2.00,217.00,0.00,40.00,40.00,298.00,31.00,628.00,11.00,2.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Dual Enrollment,,,0.00,35.00,0.00,5.00,8.00,53.00,2.00,103.00,2.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Total Enrollment (Secondary Schools),,,7.00,427.00,4.00,142.00,118.00,835.00,82.00,1615.00,170.00,31.00
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Number of types of AP courses,,24.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Self-select,Yes,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,AP mathematics,,,2.00,7.00,0.00,4.00,2.00,136.00,4.00,155.00,4.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,AP science,,,2.00,10.00,0.00,7.00,7.00,139.00,4.00,169.00,0.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Other AP subjects,,,4.00,22.00,0.00,25.00,13.00,556.00,13.00,633.00,16.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Enrollment in AP classes,,,4.00,22.00,0.00,25.00,13.00,583.00,16.00,663.00,16.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Dual Enrollment,,,2.00,5.00,0.00,5.00,2.00,110.00,5.00,129.00,5.00,0.00
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Total Enrollment (Secondary Schools),,,4.00,52.00,2.00,103.00,58.00,1297.00,34.00,1550.00,209.00,10.00
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,Number of types of AP courses,,12.00,,,,,,,,,,
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,Self-select,Yes,,,,,,,,,,
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,AP science,,,0.00,0.00,0.00,0.00,0.00,16.00,2.00,18.00,0.00,0.00
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,Other AP subjects,,,0.00,0.00,0.00,4.00,7.00,79.00,7.00,97.00,4.00,0.00
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,Enrollment in AP classes,,,0.00,2.00,0.00,4.00,7.00,97.00,7.00,117.00,4.00,0.00
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,Dual Enrollment,,,0.00,0.00,0.00,0.00,2.00,20.00,2.00,24.00,0.00,0.00
VA,LOUISA CO PBLC SCHS,VA,LOUISA COUNTY HIGH,510228000939,2015,Total Enrollment (Secondary Schools),,,7.00,4.00,0.00,43.00,316.00,1012.00,94.00,1476.00,281.00,16.00
VA,PRINCE WILLIAM CO PBLC SCHS,VA,PATRIOT HIGH,510313002850,2015,Number of types of AP courses,,22.00,,,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,PATRIOT HIGH,510313002850,2015,Self-select,Yes,,,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,PATRIOT HIGH,510313002850,2015,AP mathematics,,,2.00,31.00,0.00,10.00,5.00,67.00,7.00,122.00,4.00,2.00
VA,PRINCE WILLIAM CO PBLC SCHS,VA,PATRIOT HIGH,510313002850,2015,AP science,,,2.00,37.00,0.00,31.00,25.00,166.00,22.00,283.00,5.00,2.00
VA,PRINCE WILLIAM CO PBLC SCHS,VA,PATRIOT HIGH,510313002850,2015,Other AP subjects,,,4.00,136.00,2.00,112.00,94.00,559.00,79.00,986.00,16.00,7.00
