Lea State,LEA,School State,School,ID,Year,Category,Yes/No,# of Types of AP Courses,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,Self-select,No,,,,,,,,,,,
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,AP mathematics,,,0,0.14,0,0.1,0.18,0.44,0.14,1,0,0.03
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,AP science,,,0,0.15,0,0.08,0.08,0.62,0.08,1,0,0.08
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,Other AP subjects,,,0,0.06,0.01,0.14,0.16,0.56,0.07,1,0.01,0.05
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,Enrollment in AP classes,,,0,0.06,0.01,0.14,0.17,0.55,0.07,1,0.01,0.05
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,International Baccalaureate (IB),,,0,0.05,0.01,0.1,0.16,0.62,0.06,1,0.01,0.05
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,Dual Enrollment,,,0,0.06,0.02,0.06,0.13,0.36,0.06,0.68,0,0.02
VA,STAFFORD CO PBLC SCHS,VA,BROOKE POINT HIGH,510366000591,2015,Total Enrollment (Secondary Schools),,,0,0.03,0,0.18,0.23,0.48,0.07,1,0.1,0.1
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,Self-select,No,,,,,,,,,,,
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,AP mathematics,,,0.01,0.09,0,0.07,0.05,0.74,0.05,1,0,0.03
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,AP science,,,0,0.05,0,0.08,0.03,0.78,0.06,1,0,0.05
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,Other AP subjects,,,0.01,0.04,0,0.09,0.08,0.72,0.07,1,0.01,0.04
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,Enrollment in AP classes,,,0.01,0.04,0,0.08,0.08,0.72,0.07,1,0.01,0.04
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,Dual Enrollment,,,0,0.04,0,0.04,0.02,0.47,0.06,0.62,0,0
VA,STAFFORD CO PBLC SCHS,VA,STAFFORD SR. HIGH,510366001602,2015,Total Enrollment (Secondary Schools),,,0,0.03,0,0.1,0.16,0.64,0.07,1,0.09,0.06
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,Self-select,Yes,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,AP mathematics,,,0.01,0.22,0,0.08,0.24,0.38,0.07,1,0,0
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,AP science,,,0,0.24,0,0.09,0.22,0.38,0.07,1,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,Other AP subjects,,,0.01,0.18,0.01,0.13,0.26,0.36,0.06,1,0.01,0
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,Enrollment in AP classes,,,0.01,0.19,0.01,0.12,0.25,0.37,0.06,1,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,HAYFIELD SECONDARY,510126000493,2015,Total Enrollment (Secondary Schools),,,0,0.14,0,0.21,0.27,0.32,0.06,1,0.13,0.09
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,Self-select,Yes,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,AP mathematics,,,0,0.16,0,0.09,0.06,0.64,0.06,1,0.03,0.01
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,AP science,,,0,0.19,0,0.12,0.06,0.6,0.04,1,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,Other AP subjects,,,0,0.16,0,0.16,0.05,0.59,0.04,1,0.03,0.01
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,Enrollment in AP classes,,,0,0.16,0,0.15,0.06,0.58,0.04,1,0.03,0.01
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,Dual Enrollment,,,0,0.14,0,0.14,0,0.14,0,0.43,0.14,0
VA,FAIRFAX CO PBLC SCHS,VA,HERNDON HIGH,510126000495,2015,Total Enrollment (Secondary Schools),,,0,0.12,0,0.39,0.08,0.37,0.04,1,0.14,0.21
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,Number of types of AP courses,,0,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,Self-select,N/A,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,Other AP subjects,,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,Enrollment in AP classes,,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,BRYANT ALTERNATIVE HIGH,510126000497,2015,Total Enrollment (Secondary Schools),,,0.01,0.09,0,0.56,0.24,0.1,0.01,1,0.13,0.34
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,Self-select,Yes,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,AP mathematics,,,0,0.5,0,0,0,0.5,0,1,0.5,0
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,Other AP subjects,,,0,0,0,0,0,1,0,1,0,0
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,Enrollment in AP classes,,,0,0.33,0,0,0,0.67,0,1,0.33,0
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,International Baccalaureate (IB),,,0,0.19,0,0.28,0.13,0.37,0.03,1,0.05,0.04
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,Dual Enrollment,,,0,0.19,0,0.15,0.11,0.19,0.03,0.68,0.03,0
VA,FAIRFAX CO PBLC SCHS,VA,STUART HIGH,510126000505,2015,Total Enrollment (Secondary Schools),,,0,0.14,0,0.5,0.1,0.23,0.02,1,0.14,0.3
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,Self-select,Yes,,,,,,,,,,,
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,AP science,,,0,0,0,0,0.14,0.79,0.07,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,Other AP subjects,,,0,0,0,0.05,0.17,0.78,0,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,Enrollment in AP classes,,,0,0,0,0.03,0.18,0.76,0.03,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,Dual Enrollment,,,0,0,0,0.03,0.11,0.31,0.03,0.47,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,DAN RIVER HIGH,510294001214,2015,Total Enrollment (Secondary Schools),,,0,0,0,0.02,0.34,0.63,0.01,1,0.14,0.01
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,Self-select,Yes,,,,,,,,,,,
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,AP science,,,0,0,0,0,0,0.5,0.5,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,Other AP subjects,,,0,0,0,0,0.44,0.53,0.03,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,Enrollment in AP classes,,,0,0,0,0.01,0.26,0.67,0.05,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,Dual Enrollment,,,0,0,0,0.02,0.12,0.27,0.02,0.43,0,0.02
VA,PITTSYLVANIA CO PBLC SCHS,VA,GRETNA HIGH,510294001218,2015,Total Enrollment (Secondary Schools),,,0,0,0,0.02,0.3,0.65,0.03,1,0.13,0.01
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,Self-select,Yes,,,,,,,,,,,
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,AP mathematics,,,0,0,0,0,0.13,0.82,0.05,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,AP science,,,0,0,0,0,0,1,0,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,Other AP subjects,,,0,0.02,0,0.02,0.02,0.94,0.02,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,Enrollment in AP classes,,,0,0.01,0,0.01,0.04,0.92,0.01,1,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,Dual Enrollment,,,0,0.02,0,0.02,0.04,0.44,0.01,0.52,0,0.01
VA,PITTSYLVANIA CO PBLC SCHS,VA,TUNSTALL HIGH,510294001227,2015,Total Enrollment (Secondary Schools),,,0,0.01,0,0.03,0.14,0.8,0.02,1,0.12,0.02
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Self-select,Yes,,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,AP mathematics,,,0,0,0,0,1,0,0,1,0.5,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,AP science,,,0,0,0,0.17,0.83,0,0,1,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Other AP subjects,,,0,0,0,0,0.9,0.1,0,1,0.1,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Enrollment in AP classes,,,0,0,0,0.06,0.88,0.06,0,1,0.06,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Dual Enrollment,,,0,0,0,0.04,0.64,0,0.04,0.71,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Total Enrollment (Secondary Schools),,,0,0,0,0.02,0.94,0.03,0.02,1,0.14,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Self-select,Yes,,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,AP mathematics,,,0,0,0,0,1,0,0,1,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,AP science,,,0,0,0.13,0.13,0.27,0.47,0,1,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Other AP subjects,,,0,0.05,0,0.05,0.47,0.33,0.1,1,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Enrollment in AP classes,,,0,0.04,0.04,0.08,0.42,0.36,0.08,1,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Dual Enrollment,,,0,0.02,0,0.02,0.38,0.17,0.06,0.64,0,0
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Total Enrollment (Secondary Schools),,,0,0.01,0,0.03,0.62,0.29,0.04,1,0.11,0.01
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,Self-select,Yes,,,,,,,,,,,
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,AP science,,,0,0.07,0,0,0,0.93,0,1,0,0
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,Other AP subjects,,,0,0.02,0,0.02,0.02,0.94,0,1,0.02,0
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,Enrollment in AP classes,,,0,0.02,0,0.02,0.02,0.94,0,1,0.02,0
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,Dual Enrollment,,,0,0.01,0,0.02,0.02,0.57,0,0.61,0.04,0.01
VA,SMYTH CO PBLC SCHS,VA,MARION SENIOR HIGH,510352001562,2015,Total Enrollment (Secondary Schools),,,0,0.01,0,0.02,0.02,0.95,0.01,1,0.14,0.01
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,Number of types of AP courses,,0,,,,,,,,,,
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,Self-select,N/A,,,,,,,,,,,
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,AP mathematics,,,0,0,0,0,0,0,0,0,0,0
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,AP science,,,0,0,0,0,0,0,0,0,0,0
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,Other AP subjects,,,0,0,0,0,0,0,0,0,0,0
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,Enrollment in AP classes,,,0,0,0,0,0,0,0,0,0,0
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,Dual Enrollment,,,0,0,0,0,0,0,0,0,0,0
VA,SOUTHAMPTON CO PBLC SCHS,VA,FRESH START CENTER,510360002846,2015,Total Enrollment (Secondary Schools),,,0,0,0,0,0.76,0.24,0,1,0,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Self-select,Yes,,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,AP mathematics,,,0.02,0.02,0.02,0.06,0.09,0.76,0.04,1,0,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,AP science,,,0,0.04,0,0.07,0.04,0.81,0.04,1,0.02,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Other AP subjects,,,0.01,0.03,0.01,0.05,0.09,0.78,0.04,1,0.02,0.01
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Enrollment in AP classes,,,0.01,0.03,0.01,0.04,0.08,0.79,0.04,1,0.02,0.01
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Dual Enrollment,,,0,0.07,0,0,0.07,0.52,0.07,0.74,0,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Total Enrollment (Secondary Schools),,,0,0.01,0,0.04,0.12,0.77,0.06,1,0.13,0.01
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,Self-select,Yes,,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,AP mathematics,,,0,0.06,0.02,0.04,0.09,0.76,0.04,1,0.02,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,AP science,,,0,0.03,0.01,0.07,0.05,0.81,0.03,1,0.01,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,Other AP subjects,,,0.01,0.04,0.01,0.09,0.11,0.7,0.04,1,0.01,0.01
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,Enrollment in AP classes,,,0.01,0.04,0.01,0.09,0.11,0.7,0.04,1,0.01,0.01
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,Dual Enrollment,,,0,0.03,0,0.03,0.07,0.4,0.03,0.56,0,0
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTLAND HIGH,510364001873,2015,Total Enrollment (Secondary Schools),,,0,0.02,0,0.12,0.18,0.62,0.05,1,0.07,0.02
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Self-select,Yes,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,AP mathematics,,,0.02,0.09,0.01,0.08,0.03,0.74,0.03,1,0.02,0
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,AP science,,,0,0.13,0.01,0.09,0.09,0.62,0.05,1,0.01,0
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Other AP subjects,,,0,0.1,0,0.12,0.07,0.66,0.05,1,0.03,0
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Enrollment in AP classes,,,0.01,0.09,0,0.12,0.06,0.66,0.06,1,0.03,0
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,International Baccalaureate (IB),,,0,0,0,0,0,0,0,0,0,0
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Dual Enrollment,,,0,0.07,0,0.03,0.05,0.4,0.03,0.57,0.03,0
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Total Enrollment (Secondary Schools),,,0,0.07,0,0.23,0.09,0.55,0.06,1,0.11,0.07
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Number of types of AP courses,,1,,,,,,,,,,
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Self-select,Yes,,,,,,,,,,,
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,AP mathematics,,,0,0,0,0,0.21,0.74,0.06,1,0.06,0
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,AP science,,,0,0.07,0,0,0.14,0.79,0,1,0.07,0
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Other AP subjects,,,0,0.03,0,0.03,0.1,0.78,0.06,1,0,0
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Enrollment in AP classes,,,0,0.02,0,0.02,0.15,0.75,0.05,1,0.02,0
