Lea State,LEA,School State,School,ID,Year,Category,Total,With State Certification,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total Students,SWD (IDEA-Eligible),LEP
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT MIDDLE,510030000130,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT MIDDLE,510030000130,2015,Classroom teachers in their second year of teaching,1.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT MIDDLE,510030000130,2015,Teachers absent more than 10 days of the school year,8.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT MIDDLE,510030000130,2015,Teachers employed during current school year,48.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT MIDDLE,510030000130,2015,Teachers employed during both the current and previous school year,48.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT MIDDLE,510030000130,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT MIDDLE,510030000130,2015,Total enrollment,,,2.00,4.00,2.00,22.00,19.00,460.00,19.00,528.00,32.00,2.00
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,Classroom Teachers,42.50,42.50,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,Classroom teachers in their second year of teaching,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,Teachers absent more than 10 days of the school year,9.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,Teachers employed during current school year,46.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,Teachers employed during both the current and previous school year,43.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT ELEM,510030000131,2015,Total enrollment,,,0.00,13.00,2.00,43.00,19.00,568.00,31.00,676.00,53.00,10.00
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Classroom Teachers,57.00,56.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Classroom teachers in their first year of teaching,6.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Classroom teachers in their second year of teaching,4.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Teachers absent more than 10 days of the school year,11.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Teachers employed during current school year,60.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Teachers employed during both the current and previous school year,46.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,High-School Counselors,3.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Total enrollment,,,2.00,4.00,2.00,22.00,25.00,643.00,19.00,717.00,65.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,Classroom Teachers,25.00,25.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,Classroom teachers in their second year of teaching,3.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,Teachers absent more than 10 days of the school year,11.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,Teachers employed during current school year,28.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,Teachers employed during both the current and previous school year,22.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,VERONA ELEM,510030000135,2015,Total enrollment,,,2.00,7.00,0.00,16.00,10.00,271.00,13.00,319.00,23.00,10.00
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,Classroom Teachers,51.00,49.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,Classroom teachers in their first year of teaching,3.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,Classroom teachers in their second year of teaching,3.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,Teachers absent more than 10 days of the school year,13.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,Teachers employed during current school year,51.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,Teachers employed during both the current and previous school year,49.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON ELEM,510030000137,2015,Total enrollment,,,10.00,16.00,0.00,55.00,31.00,553.00,25.00,690.00,53.00,31.00
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Classroom Teachers,57.00,57.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Teachers absent more than 10 days of the school year,9.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Teachers employed during current school year,65.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Teachers employed during both the current and previous school year,56.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,High-School Counselors,3.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Total enrollment,,,2.00,7.00,0.00,31.00,22.00,676.00,19.00,757.00,56.00,7.00
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,Classroom Teachers,42.00,42.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,Classroom teachers in their second year of teaching,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,Teachers absent more than 10 days of the school year,7.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,Teachers employed during current school year,44.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,Teachers employed during both the current and previous school year,44.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,EDWARD G CLYMORE ELEM,510030001080,2015,Total enrollment,,,0.00,2.00,0.00,43.00,5.00,562.00,2.00,614.00,32.00,40.00
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,Classroom Teachers,46.00,46.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,Teachers absent more than 10 days of the school year,17.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,Teachers employed during current school year,46.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,Teachers employed during both the current and previous school year,46.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,S GORDON STEWART MIDDLE,510030001830,2015,Total enrollment,,,2.00,4.00,0.00,31.00,4.00,511.00,13.00,565.00,44.00,4.00
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,Classroom Teachers,28.00,28.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,Teachers absent more than 10 days of the school year,5.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,Teachers employed during current school year,27.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,Teachers employed during both the current and previous school year,22.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,GUY K STUMP ELEM,510030001901,2015,Total enrollment,,,2.00,4.00,0.00,10.00,4.00,307.00,10.00,337.00,26.00,4.00
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,Classroom Teachers,53.00,52.00,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,Classroom teachers in their first year of teaching,5.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,Classroom teachers in their second year of teaching,3.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,Teachers absent more than 10 days of the school year,13.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,Teachers employed during current school year,62.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,Teachers employed during both the current and previous school year,50.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,AUGUSTA CO PBLC SCHS,VA,BEVERLEY MANOR MIDDLE,510030002140,2015,Total enrollment,,,0.00,2.00,2.00,16.00,16.00,679.00,19.00,734.00,62.00,2.00
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,Classroom Teachers,19.75,19.75,,,,,,,,,,
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,Teachers absent more than 10 days of the school year,4.00,,,,,,,,,,,
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,Teachers employed during current school year,21.00,,,,,,,,,,,
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,Teachers employed during both the current and previous school year,42.00,,,,,,,,,,,
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,COVINGTON CITY PBLC SCHS,VA,JETER-WATSON INTERMEDIATE,510099000369,2015,Total enrollment,,,2.00,2.00,0.00,4.00,43.00,217.00,13.00,281.00,50.00,0.00
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,Classroom Teachers,24.50,24.50,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,Classroom teachers in their second year of teaching,2.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,Teachers absent more than 10 days of the school year,10.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,Teachers employed during current school year,24.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,Teachers employed during both the current and previous school year,23.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,MCCLEARY ELEM,510102000372,2015,Total enrollment,,,0.00,2.00,0.00,2.00,2.00,262.00,0.00,268.00,62.00,0.00
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Classroom Teachers,28.60,28.60,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Classroom teachers in their second year of teaching,2.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Teachers absent more than 10 days of the school year,14.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Teachers employed during current school year,29.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Teachers employed during both the current and previous school year,27.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Total enrollment,,,0.00,2.00,0.00,7.00,2.00,349.00,2.00,362.00,74.00,0.00
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,Classroom Teachers,42.00,42.00,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,Teachers absent more than 10 days of the school year,9.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,Teachers employed during current school year,42.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,Teachers employed during both the current and previous school year,37.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,A G RICHARDSON ELEM,510105000374,2015,Total enrollment,,,4.00,4.00,0.00,49.00,88.00,391.00,43.00,579.00,71.00,16.00
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Classroom Teachers,89.50,88.50,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Classroom teachers in their first year of teaching,4.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Classroom teachers in their second year of teaching,7.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Teachers absent more than 10 days of the school year,22.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Teachers employed during current school year,89.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Teachers employed during both the current and previous school year,73.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,High-School Counselors,4.00,,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Total enrollment,,,4.00,19.00,0.00,142.00,145.00,826.00,37.00,1173.00,98.00,61.00
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER MIDDLE,510105000377,2015,Classroom Teachers,69.00,68.00,,,,,,,,,,
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER MIDDLE,510105000377,2015,Classroom teachers in their first year of teaching,12.00,,,,,,,,,,,
